ID;clade;date;province;district;municipality;village;latitude;longitude;country;source;dataset;host;type;continent;year;identified_as_RABV;major_clade;minor_clade;closest_full_genome_reference_sequence;coverage_N;coverage_P;coverage_M;coverage_G;coverage_L;location;full_name
FJ228517;Cosmopolitan;2001;NA;NA;NA;NA;NA;NA;Honduras;Velasco-Villa,A., Orciari,L.A., Rupprecht,C.E.;GenBank;Canis lupus familiaris;N gene;Central America;2001;Yes;Cosmopolitan;Cosmopolitan AM2a;HQ450386;99.78%;0.00%;0.00%;0.00%;0.00%;Honduras;FJ228517_Canis-lupus-familiaris_2001_Honduras_NA_NA
EU514572;Africa-2;2007;NA;NA;NA;NA;NA;NA;Niger;Talbi,C., Holmes,E.C., de Benedictis,P., Faye,O., Nakoune,E., Gamatie,D., Diarra,A., Elmamy,B.O., Sow,A., Adjogoua,E.V., Sangare,O., Dundon,W.G., Capua,I., Sall,A.A., Bourhy,H., De Benedictis,P.;GenBank;NA;N gene;Sub-Saharan Africa;2007;Yes;Africa-2;unknown;KX148229;100.00%;0.00%;0.00%;0.00%;0.00%;Niger;EU514572_NA_2007_Niger_NA_NA
EU514575;Africa-2;2005;NA;NA;NA;NA;NA;NA;Mauritania;Talbi,C., Holmes,E.C., de Benedictis,P., Faye,O., Nakoune,E., Gamatie,D., Diarra,A., Elmamy,B.O., Sow,A., Adjogoua,E.V., Sangare,O., Dundon,W.G., Capua,I., Sall,A.A., Bourhy,H., De Benedictis,P., El Mamy,A.B.O.;GenBank;NA;N gene;North Africa;2005;Yes;Africa-2;unknown;KX148234;99.78%;0.00%;0.00%;0.00%;0.00%;Mauritania;EU514575_NA_2005_Mauritania_NA_NA
EU514576;Africa-2;2005;NA;NA;NA;NA;NA;NA;Mauritania;Talbi,C., Holmes,E.C., de Benedictis,P., Faye,O., Nakoune,E., Gamatie,D., Diarra,A., Elmamy,B.O., Sow,A., Adjogoua,E.V., Sangare,O., Dundon,W.G., Capua,I., Sall,A.A., Bourhy,H., De Benedictis,P., El Mamy,A.B.O.;GenBank;NA;N gene;North Africa;2005;Yes;Africa-2;unknown;KX148234;99.78%;0.00%;0.00%;0.00%;0.00%;Mauritania;EU514576_NA_2005_Mauritania_NA_NA
EU514577;Africa-2;2005;NA;NA;NA;NA;NA;NA;Mauritania;Talbi,C., Holmes,E.C., de Benedictis,P., Faye,O., Nakoune,E., Gamatie,D., Diarra,A., Elmamy,B.O., Sow,A., Adjogoua,E.V., Sangare,O., Dundon,W.G., Capua,I., Sall,A.A., Bourhy,H., De Benedictis,P., El Mamy,A.B.O.;GenBank;NA;N gene;North Africa;2005;Yes;Africa-2;unknown;KX148234;100.00%;0.00%;0.00%;0.00%;0.00%;Mauritania;EU514577_NA_2005_Mauritania_NA_NA
EU514578;Africa-2;2006;NA;NA;NA;NA;NA;NA;Mauritania;Talbi,C., Holmes,E.C., de Benedictis,P., Faye,O., Nakoune,E., Gamatie,D., Diarra,A., Elmamy,B.O., Sow,A., Adjogoua,E.V., Sangare,O., Dundon,W.G., Capua,I., Sall,A.A., Bourhy,H., De Benedictis,P., El Mamy,A.B.O.;GenBank;NA;N gene;North Africa;2006;Yes;Africa-2;unknown;KX148234;100.00%;0.00%;0.00%;0.00%;0.00%;Mauritania;EU514578_NA_2006_Mauritania_NA_NA
EU514580;Africa-2;2006;NA;NA;NA;NA;NA;NA;Mauritania;Talbi,C., Holmes,E.C., de Benedictis,P., Faye,O., Nakoune,E., Gamatie,D., Diarra,A., Elmamy,B.O., Sow,A., Adjogoua,E.V., Sangare,O., Dundon,W.G., Capua,I., Sall,A.A., Bourhy,H., De Benedictis,P., El Mamy,A.B.O.;GenBank;NA;N gene;North Africa;2006;Yes;Africa-2;unknown;KX148234;99.78%;0.00%;0.00%;0.00%;0.00%;Mauritania;EU514580_NA_2006_Mauritania_NA_NA
EU514581;Africa-2;2007;NA;NA;NA;NA;NA;NA;Mauritania;Talbi,C., Holmes,E.C., de Benedictis,P., Faye,O., Nakoune,E., Gamatie,D., Diarra,A., Elmamy,B.O., Sow,A., Adjogoua,E.V., Sangare,O., Dundon,W.G., Capua,I., Sall,A.A., Bourhy,H., De Benedictis,P., El Mamy,A.B.O.;GenBank;NA;N gene;North Africa;2007;Yes;Africa-2;unknown;KX148234;99.78%;0.00%;0.00%;0.00%;0.00%;Mauritania;EU514581_NA_2007_Mauritania_NA_NA
FJ424484;Cosmopolitan;2008-10;NA;NA;NA;NA;NA;NA;Italy;De Benedictis,P., Gallo,T., Iob,A., Coassin,R., Squecco,G., Ferri,G., D'Ancona,F., Marangon,S., Capua,I., Mutinelli,F., Veggiato,C.;GenBank;Vulpes vulpes;N gene;Europe;2008;Yes;Cosmopolitan;Cosmopolitan WE;KX148129;99.78%;0.00%;0.00%;0.00%;0.00%;Italy;FJ424484_Vulpes-vulpes_2008-10_Italy_NA_NA
EU086164;Asian;1999;NA;NA;NA;NA;NA;NA;Myanmar;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;Myanmar;EU086164_Canis-lupus-familiaris_1999_Myanmar_NA_NA
EU086165;Asian;1999;NA;NA;NA;NA;NA;NA;Myanmar;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;Myanmar;EU086165_Canis-lupus-familiaris_1999_Myanmar_NA_NA
EU086166;Asian;1999;NA;NA;NA;NA;NA;NA;Myanmar;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;Myanmar;EU086166_Canis-lupus-familiaris_1999_Myanmar_NA_NA
EU086170;Asian;1997;NA;NA;NA;NA;NA;NA;Cambodia;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia;EU086170_Canis-lupus-familiaris_1997_Cambodia_NA_NA
EU086177;Asian;1987;NA;NA;NA;NA;NA;NA;China;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Asia;1987;Yes;Asian;Asian SEA1b;KX148265;100.00%;0.00%;0.00%;0.00%;0.00%;China;EU086177_Canis-lupus-familiaris_1987_China_NA_NA
EU086178;Asian;1969;NA;NA;NA;NA;NA;NA;China;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Asia;1969;Yes;Asian;Asian SEA1b;KX148265;100.00%;0.00%;0.00%;0.00%;0.00%;China;EU086178_Canis-lupus-familiaris_1969_China_NA_NA
EU086184;Asian;1993;NA;NA;NA;NA;NA;NA;China;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Cervus nippon;N gene;Asia;1993;Yes;Asian;Asian SEA2a;GU358653;100.00%;0.00%;0.00%;0.00%;0.00%;China;EU086184_Cervus-nippon_1993_China_NA_NA
EU086192;Asian;2003;NA;NA;NA;NA;NA;NA;Indonesia;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2003;NA;NA;NA;NA;NA;NA;NA;NA;NA;Indonesia;EU086192_Canis-lupus-familiaris_2003_Indonesia_NA_NA
EU086193;Asian;1999;NA;NA;NA;NA;NA;NA;Laos;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;Laos;EU086193_Canis-lupus-familiaris_1999_Laos_NA_NA
EU086194;Asian;2002;NA;NA;NA;NA;NA;NA;Laos;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;Laos;EU086194_Canis-lupus-familiaris_2002_Laos_NA_NA
EU086195;Asian;2002;NA;NA;NA;NA;NA;NA;Laos;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;Laos;EU086195_Canis-lupus-familiaris_2002_Laos_NA_NA
EU086200;Asian;1994;NA;NA;NA;NA;NA;NA;Philippines;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines;EU086200_Canis-lupus-familiaris_1994_Philippines_NA_NA
EU086201;Asian;1994;NA;NA;NA;NA;NA;NA;Philippines;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines;EU086201_Canis-lupus-familiaris_1994_Philippines_NA_NA
EU086202;Asian;1994;NA;NA;NA;NA;NA;NA;Philippines;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines;EU086202_Canis-lupus-familiaris_1994_Philippines_NA_NA
EU086203;Asian;2000;NA;NA;NA;NA;NA;NA;Philippines;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Homo sapiens;N gene;Southeast Asia;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines;EU086203_Homo-sapiens_2000_Philippines_NA_NA
EU086204;Asian;2001;NA;NA;NA;NA;NA;NA;Philippines;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Homo sapiens;N gene;Southeast Asia;2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines;EU086204_Homo-sapiens_2001_Philippines_NA_NA
EU086205;Asian;2004;NA;NA;NA;NA;NA;NA;Philippines;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Homo sapiens;N gene;Southeast Asia;2004;NA;NA;NA;NA;NA;NA;NA;NA;NA;Philippines;EU086205_Homo-sapiens_2004_Philippines_NA_NA
EU086206;Asian;1983;NA;NA;NA;NA;NA;NA;Thailand;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Homo sapiens;N gene;Southeast Asia;1983;NA;NA;NA;NA;NA;NA;NA;NA;NA;Thailand;EU086206_Homo-sapiens_1983_Thailand_NA_NA
EU086207;Asian;1983;NA;NA;NA;NA;NA;NA;Thailand;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Homo sapiens;N gene;Southeast Asia;1983;NA;NA;NA;NA;NA;NA;NA;NA;NA;Thailand;EU086207_Homo-sapiens_1983_Thailand_NA_NA
EU086208;Asian;1983;NA;NA;NA;NA;NA;NA;Thailand;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Homo sapiens;N gene;Southeast Asia;1983;NA;NA;NA;NA;NA;NA;NA;NA;NA;Thailand;EU086208_Homo-sapiens_1983_Thailand_NA_NA
EU086209;Asian;2001;NA;NA;NA;NA;NA;NA;Vietnam;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam;EU086209_Canis-lupus-familiaris_2001_Vietnam_NA_NA
EU086210;Asian;2001;NA;NA;NA;NA;NA;NA;Vietnam;Bourhy,H., Reynes,J.M., Dunham,E.J., Dacheux,L., Larrous,F., Huong,V.T., Xu,G., Yan,J., Miranda,M.E., Holmes,E.C., Huong,V.T.Q., Jiaxin,Y., Miranda,M.E.G.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;Vietnam;EU086210_Canis-lupus-familiaris_2001_Vietnam_NA_NA
EU886631;Cosmopolitan;2001;NA;NA;NA;NA;NA;NA;Germany;Muller,T., Batza,H.J., Beckert,A., Bunzenthal,C., Cox,J.H., Freuling,C.M., Fooks,A.R., Frost,J., Geue,L., Hoeflechner,A., Marston,D., Neubert,A., Neubert,L., Revilla-Fernandez,S., Vanek,E., Vos,A., Wodak,E., Zimmer,K., Mettenleiter,T.C., Schares,S., Schnick,C., Mueller,T.;GenBank;Vulpes vulpes;Genome;Europe;2001;Yes;Cosmopolitan;Cosmopolitan Vac;NC_001542;100.00%;100.00%;100.00%;100.00%;100.00%;Germany;EU886631_Vulpes-vulpes_2001_Germany_NA_NA
EU886632;Cosmopolitan;2002;NA;NA;NA;NA;NA;NA;Germany;Muller,T., Batza,H.J., Beckert,A., Bunzenthal,C., Cox,J.H., Freuling,C.M., Fooks,A.R., Frost,J., Geue,L., Hoeflechner,A., Marston,D., Neubert,A., Neubert,L., Revilla-Fernandez,S., Vanek,E., Vos,A., Wodak,E., Zimmer,K., Mettenleiter,T.C., Schares,S., Schnick,C., Mueller,T.;GenBank;Vulpes vulpes;Genome;Europe;2002;Yes;Cosmopolitan;Cosmopolitan Vac;NC_001542;100.00%;100.00%;100.00%;100.00%;100.00%;Germany;EU886632_Vulpes-vulpes_2002_Germany_NA_NA
EU886635;Cosmopolitan;2005;NA;NA;NA;NA;NA;NA;Germany;Muller,T., Batza,H.J., Beckert,A., Bunzenthal,C., Cox,J.H., Freuling,C.M., Fooks,A.R., Frost,J., Geue,L., Hoeflechner,A., Marston,D., Neubert,A., Neubert,L., Revilla-Fernandez,S., Vanek,E., Vos,A., Wodak,E., Zimmer,K., Mettenleiter,T.C., Schares,S., Schnick,C., Mueller,T.;GenBank;Vulpes vulpes;Genome;Europe;2005;Yes;Cosmopolitan;Cosmopolitan Vac;NC_001542;100.00%;100.00%;100.00%;100.00%;100.00%;Germany;EU886635_Vulpes-vulpes_2005_Germany_NA_NA
EU038103;Africa-2;2006;Plateau State;NA;NA;NA;NA;NA;Nigeria;Dzikwi,A.A., Velasco-Villa,A., Kuzmin,I.V., Orciari,L.A., Yager,P., Umoh,J.U., Ahmad,A.A., Kwaga,J.K., Lombin,L.H., Rupprecht,C.E.;GenBank;Canis lupus familiaris;N gene;Sub-Saharan Africa;2006;Yes;Africa-2;unknown;KX148243;99.78%;0.00%;0.00%;0.00%;0.00%;Nigeria-PlateauState;EU038103_Canis-lupus-familiaris_2006_Nigeria-PlateauState_NA_NA
DQ900547;Cosmopolitan;1996-11;Serengeti;NA;NA;NA;NA;NA;Tanzania;Lembo,T., Haydon,D.T., Velasco-Villa,A., Rupprecht,C.E., Packer,C., Brandao,P.E., Kuzmin,I.V., Fooks,A.R., Barrat,J., Cleaveland,S.;GenBank;Canis lupus familiaris;N gene;Sub-Saharan Africa;1996;Yes;Cosmopolitan;Cosmopolitan AF1b;KX148206;99.33%;0.00%;0.00%;0.00%;0.00%;Tanzania-Serengeti;DQ900547_Canis-lupus-familiaris_1996-11_Tanzania-Serengeti_NA_NA
DQ837393;Cosmopolitan;2005;NA;NA;NA;NA;NA;NA;Israel;David,D., Hughes,G.J., Yakobson,B.A., Davidson,I., Un,H., Aylan,O., Kuzmin,I.V., Rupprecht,C.E.;GenBank;Canis lupus familiaris;N gene;Middle East;2005;Yes;Cosmopolitan;Cosmopolitan ME2;KX148162;99.78%;0.00%;0.00%;0.00%;0.00%;Israel;DQ837393_Canis-lupus-familiaris_2005_Israel_NA_NA
DQ837410;Cosmopolitan;2003;NA;NA;NA;NA;NA;NA;Israel;David,D., Hughes,G.J., Yakobson,B.A., Davidson,I., Un,H., Aylan,O., Kuzmin,I.V., Rupprecht,C.E.;GenBank;Canis lupus familiaris;N gene;Middle East;2003;Yes;Cosmopolitan;Cosmopolitan ME1a;KX148186;99.78%;0.00%;0.00%;0.00%;0.00%;Israel;DQ837410_Canis-lupus-familiaris_2003_Israel_NA_NA
DQ837425;Cosmopolitan;1998;NA;NA;NA;NA;NA;NA;Jordan;David,D., Hughes,G.J., Yakobson,B.A., Davidson,I., Un,H., Aylan,O., Kuzmin,I.V., Rupprecht,C.E.;GenBank;Bos taurus;N gene;Middle East;1998;Yes;Cosmopolitan;Cosmopolitan ME1a;KX148186;99.78%;0.00%;0.00%;0.00%;0.00%;Jordan;DQ837425_Bos-taurus_1998_Jordan_NA_NA
DQ837431;Cosmopolitan;1950;NA;NA;NA;NA;NA;NA;Israel;David,D., Hughes,G.J., Yakobson,B.A., Davidson,I., Un,H., Aylan,O., Kuzmin,I.V., Rupprecht,C.E.;GenBank;Canis lupus familiaris;N gene;Middle East;1950;Yes;Cosmopolitan;Cosmopolitan AF4;KF154998;99.78%;0.00%;0.00%;0.00%;0.00%;Israel;DQ837431_Canis-lupus-familiaris_1950_Israel_NA_NA
DQ837435;Cosmopolitan;1999;NA;NA;NA;NA;NA;NA;Israel;David,D., Hughes,G.J., Yakobson,B.A., Davidson,I., Un,H., Aylan,O., Kuzmin,I.V., Rupprecht,C.E.;GenBank;Canidae;N gene;Middle East;1999;Yes;Cosmopolitan;Cosmopolitan ME1a;KX148180;99.78%;0.00%;0.00%;0.00%;0.00%;Israel;DQ837435_Canidae_1999_Israel_NA_NA
DQ837441;Cosmopolitan;1997;NA;NA;NA;NA;NA;NA;Israel;David,D., Hughes,G.J., Yakobson,B.A., Davidson,I., Un,H., Aylan,O., Kuzmin,I.V., Rupprecht,C.E.;GenBank;Bos taurus;N gene;Middle East;1997;Yes;Cosmopolitan;Cosmopolitan ME1b;KX148191;99.78%;0.00%;0.00%;0.00%;0.00%;Israel;DQ837441_Bos-taurus_1997_Israel_NA_NA
DQ837443;Cosmopolitan;2000;NA;NA;NA;NA;NA;NA;Israel;David,D., Hughes,G.J., Yakobson,B.A., Davidson,I., Un,H., Aylan,O., Kuzmin,I.V., Rupprecht,C.E.;GenBank;Canis lupus familiaris;N gene;Middle East;2000;Yes;Cosmopolitan;Cosmopolitan ME1b;KX148191;99.78%;0.00%;0.00%;0.00%;0.00%;Israel;DQ837443_Canis-lupus-familiaris_2000_Israel_NA_NA
DQ837484;Cosmopolitan;1995;NA;NA;NA;NA;NA;NA;Israel;David,D., Hughes,G.J., Yakobson,B.A., Davidson,I., Un,H., Aylan,O., Kuzmin,I.V., Rupprecht,C.E.;GenBank;Canidae;N gene;Middle East;1995;Yes;Cosmopolitan;Cosmopolitan ME1a;KX148180;99.78%;0.00%;0.00%;0.00%;0.00%;Israel;DQ837484_Canidae_1995_Israel_NA_NA
A20;Asian;2016-02-23;NA;NA;Prey Kabbas Ko;NA;11,0953610184503;104,952082523586;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyKabbasKo;A20_Dog_2016-02-23_Cambodia-PreyKabbasKo_11.0953610184503_104.952082523586
a31;Asian;2016-03-28;NA;NA;Trapeang Thma;NA;10,8031382259172;104,296393867268;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrapeangThma;a31_Dog_2016-03-28_Cambodia-TrapeangThma_10.8031382259172_104.296393867268
A35;Asian;2016-04-04;NA;NA;Prey Rumduol Khang Cheung;NA;11,1318695335634;104,524333113773;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyRumduolKhangCheung;A35_Dog_2016-04-04_Cambodia-PreyRumduolKhangCheung_11.1318695335634_104.524333113773
A39;Asian;2016-04-26;NA;NA;Dot Kambaor;NA;11,4022718675942;104,762863591695;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-DotKambaor;A39_Dog_2016-04-26_Cambodia-DotKambaor_11.4022718675942_104.762863591695
A41;Asian;2016-05-03;NA;NA;Ta Ei;NA;11,0519505988277;104,955934866699;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TaEi;A41_Dog_2016-05-03_Cambodia-TaEi_11.0519505988277_104.955934866699
A51;Asian;2016-05-19;NA;NA;Prey Preah Andoung;NA;11,3898761519057;105,588957520377;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyPreahAndoung;A51_Dog_2016-05-19_Cambodia-PreyPreahAndoung_11.3898761519057_105.588957520377
A56;Asian;2016-05-26;NA;NA;Preaek Ta Meak;NA;11,7458726055807;105,010361600927;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreaekTaMeak;A56_Dog_2016-05-26_Cambodia-PreaekTaMeak_11.7458726055807_105.010361600927
A57;Asian;2016-05-27;NA;NA;Tram Sasar;NA;11,1948586053272;104,566117576339;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TramSasar;A57_Dog_2016-05-27_Cambodia-TramSasar_11.1948586053272_104.566117576339
A75;Asian;2016-07-06;NA;NA;Prey Phdau Tboung;NA;11,1369395107142;104,871640349638;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyPhdauTboung;A75_Dog_2016-07-06_Cambodia-PreyPhdauTboung_11.1369395107142_104.871640349638
A77;Asian;2016-07-08;NA;NA;Thnal Totueng;NA;11,4947943192237;104,667040065645;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-ThnalTotueng;A77_Dog_2016-07-08_Cambodia-ThnalTotueng_11.4947943192237_104.667040065645
A83;Asian;2016-08-11;NA;NA;Pratheat;NA;11,0398642525816;105,064177002858;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Pratheat;A83_Dog_2016-08-11_Cambodia-Pratheat_11.0398642525816_105.064177002858
A85;Asian;2016-08-13;NA;NA;Trapeang Skon;NA;11,3248965370897;105,533457713757;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TrapeangSkon;A85_Dog_2016-08-13_Cambodia-TrapeangSkon_11.3248965370897_105.533457713757
A90;Asian;2016-08-20;NA;NA;Prohut;NA;11,7194545911191;105,240991473918;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-Prohut;A90_Dog_2016-08-20_Cambodia-Prohut_11.7194545911191_105.240991473918
a091;Asian;2016-08-22;NA;NA;Borei Kammeakkar;NA;11,5108941423881;104,761516770871;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-BoreiKammeakkar;a091_Dog_2016-08-22_Cambodia-BoreiKammeakkar_11.5108941423881_104.761516770871
a093;Asian;2016-08-23;NA;NA;Tuol Khlong;NA;11,1001984170477;104,490962758221;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-TuolKhlong;a093_Dog_2016-08-23_Cambodia-TuolKhlong_11.1001984170477_104.490962758221
A96;Asian;2016-08-29;NA;NA;Prey Ba Srei;NA;11,1387450561154;105,356460283662;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-PreyBaSrei;A96_Dog_2016-08-29_Cambodia-PreyBaSrei_11.1387450561154_105.356460283662
A100;Asian;2016-09-09;NA;NA;Snao Touch;NA;10,7606784875076;104,399439660702;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cambodia-SnaoTouch;A100_Dog_2016-09-09_Cambodia-SnaoTouch_10.7606784875076_104.399439660702
