ID;type;date;continent;country;province;district;municipality;village;latitude;longitude;host;source;clade;full_name;ml_tree;discrete_phylo_tree;continuous_phylo_tree
A121;Genome;2016-10-18;Southeast Asia;Cambodia;NA;NA;Ballangk Khang Lech;NA;12,6976754282025;104,906310299888;Dog;newly sequenced;Asian SEA3;A121_Dog_2016-10-18_Cambodia-BallangkKhangLech_12.6976754282025_104.906310299888;yes;yes;n genes + genomes
a131;Genome;2016-11-18;Southeast Asia;Cambodia;NA;NA;Krasang Chi Meae;NA;11,3329087617714;104,72372570811;Dog;newly sequenced;Asian SEA3;a131_Dog_2016-11-18_Cambodia-KrasangChiMeae_11.3329087617714_104.72372570811;yes;yes;n genes + genomes
A133;Genome;2016-11-18;Southeast Asia;Cambodia;NA;NA;Prey Ta Mean;NA;11,3050699346149;104,676808976048;Dog;newly sequenced;Asian SEA3;A133_Dog_2016-11-18_Cambodia-PreyTaMean_11.3050699346149_104.676808976048;yes;yes;n genes + genomes
A137;Genome;2016-11-25;Southeast Asia;Cambodia;NA;NA;Veang;NA;11,3246654503027;105,546103096387;Dog;newly sequenced;Asian SEA3;A137_Dog_2016-11-25_Cambodia-Veang_11.3246654503027_105.546103096387;yes;yes;n genes + genomes
A148;Genome;2016-12-14;Southeast Asia;Cambodia;NA;NA;Kakruos;NA;10,9651587749092;105,86265387825;Dog;newly sequenced;Asian SEA3;A148_Dog_2016-12-14_Cambodia-Kakruos_10.9651587749092_105.86265387825;yes;yes;n genes + genomes
A149;Genome;2016-12-15;Southeast Asia;Cambodia;NA;NA;Trapeang Tuk;NA;11,1460131115298;104,618913641357;Dog;newly sequenced;Asian SEA3;A149_Dog_2016-12-15_Cambodia-TrapeangTuk_11.1460131115298_104.618913641357;yes;yes;n genes + genomes
S70;Genome;2017-01-12;Southeast Asia;Cambodia;NA;NA;Phum Prey Tear;NA;11,5154881051519;104,840604879767;Dog;newly sequenced;Asian SEA3;S70_Dog_2017-01-12_Cambodia-PhumPreyTear_11.5154881051519_104.840604879767;yes;yes;n genes + genomes
S18;Genome;2017-01-16;Southeast Asia;Cambodia;NA;NA;Angk Svay;NA;11,021003803905;105,916730018306;Dog;newly sequenced;Asian SEA3;S18_Dog_2017-01-16_Cambodia-AngkSvay_11.021003803905_105.916730018306;yes;yes;n genes + genomes
S06;Genome;2017-01-16;Southeast Asia;Cambodia;NA;NA;Doun Ov;NA;10,924763055832;104,440722242626;Dog;newly sequenced;Asian SEA3;S06_Dog_2017-01-16_Cambodia-DounOv_10.924763055832_104.440722242626;yes;yes;n genes + genomes
S43;Genome;2017-01-24;Southeast Asia;Cambodia;NA;NA;Chong Ampil;NA;11,6637965486434;105,424439899455;Dog;newly sequenced;Asian SEA3;S43_Dog_2017-01-24_Cambodia-ChongAmpil_11.6637965486434_105.424439899455;yes;yes;n genes + genomes
S58;Genome;2017-01-26;Southeast Asia;Cambodia;NA;NA;Phnom Penh_3;NA;11,6147227328659;104,89805643138;Dog;newly sequenced;Asian SEA3;S58_Dog_2017-01-26_Cambodia-PhnomPenh3_11.6147227328659_104.89805643138;yes;yes;n genes + genomes
S28;Genome;2017-01-30;Southeast Asia;Cambodia;NA;NA;Prey Sniet;NA;11,6226149074733;105,253466475246;Dog;newly sequenced;Asian SEA3;S28_Dog_2017-01-30_Cambodia-PreySniet_11.6226149074733_105.253466475246;yes;yes;n genes + genomes
S40;Genome;2017-01-31;Southeast Asia;Cambodia;NA;NA;Buor;NA;10,6226717146121;104,756648192787;Dog;newly sequenced;Asian SEA3;S40_Dog_2017-01-31_Cambodia-Buor_10.6226717146121_104.756648192787;yes;yes;n genes + genomes
S758;Genome;2017-02-01;Southeast Asia;Cambodia;NA;NA;Ta Kaev Ti Pir;NA;11,663703334647;105,070243563884;Dog;newly sequenced;Asian SEA3;S758_Dog_2017-02-01_Cambodia-TaKaevTiPir_11.663703334647_105.070243563884;yes;yes;n genes + genomes
S24;Genome;2017-03-01;Southeast Asia;Cambodia;NA;NA;Trapenang Antong;NA;11,6683315419552;104,64543862611;Dog;newly sequenced;Asian SEA3;S24_Dog_2017-03-01_Cambodia-TrapenangAntong_11.6683315419552_104.64543862611;yes;yes;n genes + genomes
S29;Genome;2017-03-01;Southeast Asia;Cambodia;NA;NA;Pra Boeng;NA;12,0914088426464;105,051147611017;Dog;newly sequenced;Asian SEA3;S29_Dog_2017-03-01_Cambodia-PraBoeng_12.0914088426464_105.051147611017;yes;yes;n genes + genomes
S50;Genome;2017-03-06;Southeast Asia;Cambodia;NA;NA;Boeng Trav;NA;11,9617928801829;105,162921481121;Dog;newly sequenced;Asian SEA3;S50_Dog_2017-03-06_Cambodia-BoengTrav_11.9617928801829_105.162921481121;yes;yes;n genes + genomes
S47;Genome;2017-03-29;Southeast Asia;Cambodia;NA;NA;Toap Sdach;NA;10,7069310596011;104,616848849709;Dog;newly sequenced;Asian SEA3;S47_Dog_2017-03-29_Cambodia-ToapSdach_10.7069310596011_104.616848849709;yes;yes;n genes + genomes
S35;Genome;2017-04-17;Southeast Asia;Cambodia;NA;NA;Meanok Kaeut;NA;11,8730042567919;104,626757723682;Dog;newly sequenced;Asian SEA3;S35_Dog_2017-04-17_Cambodia-MeanokKaeut_11.8730042567919_104.626757723682;yes;yes;n genes + genomes
S81;Genome;2017-04-19;Southeast Asia;Cambodia;NA;NA;Prey Andoung;NA;11,1954643239765;105,54451309404;Dog;newly sequenced;Asian SEA3;S81_Dog_2017-04-19_Cambodia-PreyAndoung_11.1954643239765_105.54451309404;yes;yes;n genes + genomes
S02;Genome;2017-05-11;Southeast Asia;Cambodia;NA;NA;Phum Ti Prammuoy;NA;11,9908010986638;105,458875924966;Dog;newly sequenced;Asian SEA3;S02_Dog_2017-05-11_Cambodia-PhumTiPrammuoy_11.9908010986638_105.458875924966;yes;yes;n genes + genomes
S03;Genome;2017-05-08;Southeast Asia;Cambodia;NA;NA;Samraong;NA;12,4073056501855;105,089766622185;Dog;newly sequenced;Asian SEA3;S03_Dog_2017-05-08_Cambodia-Samraong_12.4073056501855_105.089766622185;yes;yes;n genes + genomes
S64;Genome;2017-07-24;Southeast Asia;Cambodia;NA;NA;Prey Khmaer;NA;11,3524712757449;104,688413328881;Dog;newly sequenced;Asian SEA3;S64_Dog_2017-07-24_Cambodia-PreyKhmaer_11.3524712757449_104.688413328881;yes;yes;n genes + genomes
S806;Genome;2017-07-31;Southeast Asia;Cambodia;NA;NA;Kampong Luong;NA;10,9934926102461;104,977555291688;Dog;newly sequenced;Asian SEA3;S806_Dog_2017-07-31_Cambodia-KampongLuong_10.9934926102461_104.977555291688;yes;yes;n genes + genomes
S09;Genome;2017-08-07;Southeast Asia;Cambodia;NA;NA;Pou;NA;11,7927685569895;105,086174632167;Dog;newly sequenced;Asian SEA3;S09_Dog_2017-08-07_Cambodia-Pou_11.7927685569895_105.086174632167;yes;yes;n genes + genomes
S2716;Genome;2017-08-22;Southeast Asia;Cambodia;NA;NA;Khlouk;NA;11,1995803728805;104,513890658558;Dog;newly sequenced;Asian SEA3;S2716_Dog_2017-08-22_Cambodia-Khlouk_11.1995803728805_104.513890658558;yes;yes;n genes + genomes
S48;Genome;2017-08-24;Southeast Asia;Cambodia;NA;NA;Tranh Veaeng;NA;11,749960208524;104,424963703635;Dog;newly sequenced;Asian SEA3;S48_Dog_2017-08-24_Cambodia-TranhVeaeng_11.749960208524_104.424963703635;yes;yes;n genes + genomes
S13;Genome;2017-08-28;Southeast Asia;Cambodia;NA;NA;Oknha Tep;NA;11,473004180944;104,663398178151;Dog;newly sequenced;Asian SEA3;S13_Dog_2017-08-28_Cambodia-OknhaTep_11.473004180944_104.663398178151;yes;yes;n genes + genomes
S818;Genome;2017-09-11;Southeast Asia;Cambodia;NA;NA;Phsar Daek Kraom;NA;11,8071225327126;104,770663800872;Dog;newly sequenced;Asian SEA3;S818_Dog_2017-09-11_Cambodia-PhsarDaekKraom_11.8071225327126_104.770663800872;yes;yes;n genes + genomes
S716;Genome;2017-09-12;Southeast Asia;Cambodia;NA;NA;Prey Chambak;NA;11,1986750388156;104,856114500024;Dog;newly sequenced;Asian SEA3;S716_Dog_2017-09-12_Cambodia-PreyChambak_11.1986750388156_104.856114500024;yes;yes;n genes + genomes
S745;Genome;2017-09-27;Southeast Asia;Cambodia;NA;NA;Boeng Trav;NA;11,9617928801829;105,162921481121;Dog;newly sequenced;Asian SEA3;S745_Dog_2017-09-27_Cambodia-BoengTrav_11.9617928801829_105.162921481121;yes;yes;n genes + genomes
S6616;Genome;2017-10-06;Southeast Asia;Cambodia;NA;NA;Phnom Penh;NA;11,5591648199252;104,91750189559;Dog;newly sequenced;Asian SEA3;S6616_Dog_2017-10-06_Cambodia-PhnomPenh_11.5591648199252_104.91750189559;yes;yes;n genes + genomes
S718;Genome;2017-11-13;Southeast Asia;Cambodia;NA;NA;Prasaeur;NA;12,1758541159538;105,321044847548;Dog;newly sequenced;Asian SEA3;S718_Dog_2017-11-13_Cambodia-Prasaeur_12.1758541159538_105.321044847548;yes;yes;n genes + genomes
S616;Genome;2017-11-21;Southeast Asia;Cambodia;NA;NA;Prey Chek;NA;11,3092735104284;105,649139968055;Dog;newly sequenced;Asian SEA3;S616_Dog_2017-11-21_Cambodia-PreyChek_11.3092735104284_105.649139968055;yes;yes;n genes + genomes
S681;Genome;2017-12-05;Southeast Asia;Cambodia;NA;NA;Tean Phleung;NA;11,5537906374614;105,629594299416;Dog;newly sequenced;Asian SEA3;S681_Dog_2017-12-05_Cambodia-TeanPhleung_11.5537906374614_105.629594299416;yes;yes;n genes + genomes
S82;Genome;2017-12-12;Southeast Asia;Cambodia;NA;NA;Trapeang Lbaeuk;NA;10,782686403217;104,356717578271;Dog;newly sequenced;Asian SEA3;S82_Dog_2017-12-12_Cambodia-TrapeangLbaeuk_10.782686403217_104.356717578271;yes;yes;n genes + genomes
S664;Genome;2017-12-15;Southeast Asia;Cambodia;NA;NA;Chantum;NA;11,8496181020663;105,637038940725;Dog;newly sequenced;Asian SEA3;S664_Dog_2017-12-15_Cambodia-Chantum_11.8496181020663_105.637038940725;yes;yes;n genes + genomes
S53;Genome;2017-12-20;Southeast Asia;Cambodia;NA;NA;Prey Chek;NA;11,3092735104284;105,649139968055;Dog;newly sequenced;Asian SEA3;S53_Dog_2017-12-20_Cambodia-PreyChek_11.3092735104284_105.649139968055;yes;yes;n genes + genomes
W06;Genome;2012-01-11;Southeast Asia;Cambodia;NA;NA;Kbal Damrei;NA;11,2909567425241;105,439587930347;Dog;newly sequenced;Asian SEA3;W06_Dog_2012-01-11_Cambodia-KbalDamrei_11.2909567425241_105.439587930347;yes;yes;n genes + genomes
W008;Genome;2012-01-12;Southeast Asia;Cambodia;NA;NA;Boeng;NA;10,795265101462;104,420299710781;Dog;newly sequenced;Asian SEA3;W008_Dog_2012-01-12_Cambodia-Boeng_10.795265101462_104.420299710781;yes;yes;n genes + genomes
W15;Genome;2012-01-20;Southeast Asia;Cambodia;NA;NA;Trapeang Khnar;NA;10,9820283413298;104,670657526029;Dog;newly sequenced;Asian SEA3;W15_Dog_2012-01-20_Cambodia-TrapeangKhnar_10.9820283413298_104.670657526029;yes;yes;n genes + genomes
W18;Genome;2012-01-27;Southeast Asia;Cambodia;NA;NA;Noreay;NA;11,1411612344151;104,65252998851;Dog;newly sequenced;Asian SEA3;W18_Dog_2012-01-27_Cambodia-Noreay_11.1411612344151_104.65252998851;yes;yes;n genes + genomes
W19;Genome;2012-01-30;Southeast Asia;Cambodia;NA;NA;Veal Ampil;NA;12,3478570753281;105,131882967047;Dog;newly sequenced;Asian SEA3;W19_Dog_2012-01-30_Cambodia-VealAmpil_12.3478570753281_105.131882967047;yes;yes;n genes + genomes
W27;Genome;2012-02-06;Southeast Asia;Cambodia;NA;NA;Preaek Pok;NA;10,6757682430587;104,454322062962;Dog;newly sequenced;Asian SEA3;W27_Dog_2012-02-06_Cambodia-PreaekPok_10.6757682430587_104.454322062962;yes;yes;n genes + genomes
W34;Genome;2012-02-15;Southeast Asia;Cambodia;NA;NA;Prey Totueng;NA;11,4026256598909;104,787942660628;Dog;newly sequenced;Asian SEA3;W34_Dog_2012-02-15_Cambodia-PreyTotueng_11.4026256598909_104.787942660628;yes;yes;n genes + genomes
W36;Genome;2012-02-20;Southeast Asia;Cambodia;NA;NA;Traeuy Trak;NA;11,2738642340778;104,680600415004;Dog;newly sequenced;Asian SEA3;W36_Dog_2012-02-20_Cambodia-TraeuyTrak_11.2738642340778_104.680600415004;yes;yes;n genes + genomes
W37;Genome;2012-02-20;Southeast Asia;Cambodia;NA;NA;Reaksmei Rumdaoh;NA;12,2432244352537;105,138266962973;Dog;newly sequenced;Asian SEA3;W37_Dog_2012-02-20_Cambodia-ReaksmeiRumdaoh_12.2432244352537_105.138266962973;yes;yes;n genes + genomes
W51;Genome;2012-03-06;Southeast Asia;Cambodia;NA;NA;Svay Pear;NA;11,0777375871838;104,923801778356;Dog;newly sequenced;Asian SEA3;W51_Dog_2012-03-06_Cambodia-SvayPear_11.0777375871838_104.923801778356;yes;yes;n genes + genomes
W53;Genome;2012-03-07;Southeast Asia;Cambodia;NA;NA;Daeum Chrey;NA;11,8451614163288;104,990571132793;Dog;newly sequenced;Asian SEA3;W53_Dog_2012-03-07_Cambodia-DaeumChrey_11.8451614163288_104.990571132793;yes;yes;n genes + genomes
W54;Genome;2012-03-09;Southeast Asia;Cambodia;NA;NA;Kaev Chamraeun;NA;11,1663874863508;104,874127831527;Dog;newly sequenced;Asian SEA3;W54_Dog_2012-03-09_Cambodia-KaevChamraeun_11.1663874863508_104.874127831527;yes;yes;n genes + genomes
W58;Genome;2012-03-15;Southeast Asia;Cambodia;NA;NA;Krang Ta Char;NA;11,7184124249657;104,531154341158;Dog;newly sequenced;Asian SEA3;W58_Dog_2012-03-15_Cambodia-KrangTaChar_11.7184124249657_104.531154341158;yes;yes;n genes + genomes
W65;Genome;2012-03-25;Southeast Asia;Cambodia;NA;NA;Thmei;NA;11,7198843156862;104,524361224011;Dog;newly sequenced;Asian SEA3;W65_Dog_2012-03-25_Cambodia-Thmei_11.7198843156862_104.524361224011;yes;yes;n genes + genomes
W76;Genome;2012-04-09;Southeast Asia;Cambodia;NA;NA;Khloy Kaeut;NA;12,2408280466422;105,138146188959;Dog;newly sequenced;Asian SEA3;W76_Dog_2012-04-09_Cambodia-KhloyKaeut_12.2408280466422_105.138146188959;yes;yes;n genes + genomes
W098;Genome;2012-04-30;Southeast Asia;Cambodia;NA;NA;Trapeang Reang;NA;10,780700733987;104,389951491608;Dog;newly sequenced;Asian SEA3;W098_Dog_2012-04-30_Cambodia-TrapeangReang_10.780700733987_104.389951491608;yes;yes;n genes + genomes
W106;Genome;2012-05-08;Southeast Asia;Cambodia;NA;NA;Dambouk Khpos;NA;11,205981256314;104,239912132346;Dog;newly sequenced;Asian SEA3;W106_Dog_2012-05-08_Cambodia-DamboukKhpos_11.205981256314_104.239912132346;yes;yes;n genes + genomes
W107;Genome;2012-05-10;Southeast Asia;Cambodia;NA;NA;Kampong Popil;NA;11,653259015854;105,141252446793;Dog;newly sequenced;Asian SEA3;W107_Dog_2012-05-10_Cambodia-KampongPopil_11.653259015854_105.141252446793;yes;yes;n genes + genomes
W154;Genome;2012-06-26;Southeast Asia;Cambodia;NA;NA;Angkor Phdiek;NA;11,123709158709;104,756159304254;Dog;newly sequenced;Asian SEA3;W154_Dog_2012-06-26_Cambodia-AngkorPhdiek_11.123709158709_104.756159304254;yes;yes;n genes + genomes
W162;Genome;2012-07-04;Southeast Asia;Cambodia;NA;NA;Klaeng Poar;NA;12,015954789318;105,237062894505;Dog;newly sequenced;Asian SEA3;W162_Dog_2012-07-04_Cambodia-KlaengPoar_12.015954789318_105.237062894505;yes;yes;n genes + genomes
W190;Genome;2012-08-06;Southeast Asia;Cambodia;NA;NA;Ba Baong;NA;11,3855165373081;105,328460183173;Dog;newly sequenced;Asian SEA3;W190_Dog_2012-08-06_Cambodia-BaBaong_11.3855165373081_105.328460183173;yes;yes;n genes + genomes
W196;Genome;2012-08-20;Southeast Asia;Cambodia;NA;NA;Kok Ta Rie;NA;11,2110790862597;104,788431542415;Dog;newly sequenced;Asian SEA3;W196_Dog_2012-08-20_Cambodia-KokTaRie_11.2110790862597_104.788431542415;yes;yes;n genes + genomes
W202;Genome;2012-08-28;Southeast Asia;Cambodia;NA;NA;Kampong Reab;NA;11,1335569043055;105,016850685696;Dog;newly sequenced;Asian SEA3;W202_Dog_2012-08-28_Cambodia-KampongReab_11.1335569043055_105.016850685696;yes;yes;n genes + genomes
W225;Genome;2012-09-26;Southeast Asia;Cambodia;NA;NA;Prey Sralet;NA;11,7233524803802;105,218272929474;Dog;newly sequenced;Asian SEA3;W225_Dog_2012-09-26_Cambodia-PreySralet_11.7233524803802_105.218272929474;yes;yes;n genes + genomes
W233;Genome;2012-10-05;Southeast Asia;Cambodia;NA;NA;Svay Damnak;NA;11,8098161467508;105,044209924367;Dog;newly sequenced;Asian SEA3;W233_Dog_2012-10-05_Cambodia-SvayDamnak_11.8098161467508_105.044209924367;yes;yes;n genes + genomes
W236;Genome;2012-10-08;Southeast Asia;Cambodia;NA;NA;Ta Teaen;NA;10,8968383406649;104,483149437217;Dog;newly sequenced;Asian SEA3;W236_Dog_2012-10-08_Cambodia-TaTeaen_10.8968383406649_104.483149437217;yes;yes;n genes + genomes
W256;Genome;2012-11-07;Southeast Asia;Cambodia;NA;NA;Samraong;NA;11,1501076626455;104,895556529535;Dog;newly sequenced;Asian SEA3;W256_Dog_2012-11-07_Cambodia-Samraong_11.1501076626455_104.895556529535;yes;yes;n genes + genomes
W261;Genome;2012-11-12;Southeast Asia;Cambodia;NA;NA;Chhuk Kieb;NA;11,1539775445892;104,463220577136;Dog;newly sequenced;Asian SEA3;W261_Dog_2012-11-12_Cambodia-ChhukKieb_11.1539775445892_104.463220577136;yes;yes;n genes + genomes
W262;Genome;2012-11-13;Southeast Asia;Cambodia;NA;NA;Veal;NA;11,833733354663;105,05973815005;Dog;newly sequenced;Asian SEA3;W262_Dog_2012-11-13_Cambodia-Veal_11.833733354663_105.05973815005;yes;yes;n genes + genomes
W268;Genome;2012-11-16;Southeast Asia;Cambodia;NA;NA;Prey Ta Phem;NA;11,1379700452815;104,661554371835;Dog;newly sequenced;Asian SEA3;W268_Dog_2012-11-16_Cambodia-PreyTaPhem_11.1379700452815_104.661554371835;yes;yes;n genes + genomes
W277;Genome;2012-11-26;Southeast Asia;Cambodia;NA;NA;Ta Kay;NA;11,8970218840455;105,166647723467;Dog;newly sequenced;Asian SEA3;W277_Dog_2012-11-26_Cambodia-TaKay_11.8970218840455_105.166647723467;yes;yes;n genes + genomes
W278;Genome;2012-11-26;Southeast Asia;Cambodia;NA;NA;Kdei Ta Hok;NA;11,1200581461341;104,941510674562;Dog;newly sequenced;Asian SEA3;W278_Dog_2012-11-26_Cambodia-KdeiTaHok_11.1200581461341_104.941510674562;yes;yes;n genes + genomes
W290;Genome;2012-12-12;Southeast Asia;Cambodia;NA;NA;Doun Tao;NA;12,1948933132659;105,106931107614;Dog;newly sequenced;Asian SEA3;W290_Dog_2012-12-12_Cambodia-DounTao_12.1948933132659_105.106931107614;yes;yes;n genes + genomes
W295;Genome;2012-12-20;Southeast Asia;Cambodia;NA;NA;Sala Lekh Pram;NA;11,9338412144484;104,723187438708;Dog;newly sequenced;Asian SEA3;W295_Dog_2012-12-20_Cambodia-SalaLekhPram_11.9338412144484_104.723187438708;yes;yes;n genes + genomes
W304;Genome;2012-12-31;Southeast Asia;Cambodia;NA;NA;Prey Khley;NA;11,0155476656755;104,458291840759;Dog;newly sequenced;Asian SEA3;W304_Dog_2012-12-31_Cambodia-PreyKhley_11.0155476656755_104.458291840759;yes;yes;n genes + genomes
X01;Genome;2013-01-03;Southeast Asia;Cambodia;NA;NA;Preaek Ta Tep;NA;11,6301933437933;104,958772620835;Dog;newly sequenced;Asian SEA3;X01_Dog_2013-01-03_Cambodia-PreaekTaTep_11.6301933437933_104.958772620835;yes;yes;n genes + genomes
X02;Genome;2013-01-03;Southeast Asia;Cambodia;NA;NA;Boeng Kdol;NA;11,715527144667;104,847364491039;Dog;newly sequenced;Asian SEA3;X02_Dog_2013-01-03_Cambodia-BoengKdol_11.715527144667_104.847364491039;yes;yes;n genes + genomes
X04;Genome;2013-01-08;Southeast Asia;Cambodia;NA;NA;Prey Khcheay;NA;10,9607482375626;104,441020849578;Dog;newly sequenced;Asian SEA3;X04_Dog_2013-01-08_Cambodia-PreyKhcheay_10.9607482375626_104.441020849578;yes;yes;n genes + genomes
X13;Genome;2013-01-12;Southeast Asia;Cambodia;NA;NA;Trapeang Sya;NA;11,2296679250205;104,598641363138;Dog;newly sequenced;Asian SEA3;X13_Dog_2013-01-12_Cambodia-TrapeangSya_11.2296679250205_104.598641363138;yes;yes;n genes + genomes
X19;Genome;2013-01-16;Southeast Asia;Cambodia;NA;NA;Phsar Slab Leaeng;NA;11,2115805176073;104,585356546709;Dog;newly sequenced;Asian SEA3;X19_Dog_2013-01-16_Cambodia-PhsarSlabLeaeng_11.2115805176073_104.585356546709;yes;yes;n genes + genomes
X23;Genome;2013-01-21;Southeast Asia;Cambodia;NA;NA;Lvea Sa Leu;NA;11,4581365336032;105,184318872054;Dog;newly sequenced;Asian SEA3;X23_Dog_2013-01-21_Cambodia-LveaSaLeu_11.4581365336032_105.184318872054;yes;yes;n genes + genomes
X24;Genome;2013-01-23;Southeast Asia;Cambodia;NA;NA;Damnak Pring Lech;NA;11,8399212256578;105,420348898943;Dog;newly sequenced;Asian SEA3;X24_Dog_2013-01-23_Cambodia-DamnakPringLech_11.8399212256578_105.420348898943;yes;yes;n genes + genomes
X38;Genome;2013-02-11;Southeast Asia;Cambodia;NA;NA;Thmei;NA;10,8978656609911;104,439866649802;Dog;newly sequenced;Asian SEA3;X38_Dog_2013-02-11_Cambodia-Thmei_10.8978656609911_104.439866649802;yes;yes;n genes + genomes
X40;Genome;2013-02-12;Southeast Asia;Cambodia;NA;NA;Thma Sa;NA;11,2909140139119;104,759803438987;Dog;newly sequenced;Asian SEA3;X40_Dog_2013-02-12_Cambodia-ThmaSa_11.2909140139119_104.759803438987;yes;yes;n genes + genomes
X54;Genome;2013-02-26;Southeast Asia;Cambodia;NA;NA;Stueng Chveng;NA;11,918097034725;105,006088610277;Dog;newly sequenced;Asian SEA3;X54_Dog_2013-02-26_Cambodia-StuengChveng_11.918097034725_105.006088610277;yes;yes;n genes + genomes
X67;Genome;2013-03-07;Southeast Asia;Cambodia;NA;NA;Krang Doung;NA;11,7416588234192;104,539897734938;Dog;newly sequenced;Asian SEA3;X67_Dog_2013-03-07_Cambodia-KrangDoung_11.7416588234192_104.539897734938;yes;yes;n genes + genomes
X73;Genome;2013-03-13;Southeast Asia;Cambodia;NA;NA;Speam Thmei;NA;11,8405306171627;104,980215319973;Dog;newly sequenced;Asian SEA3;X73_Dog_2013-03-13_Cambodia-SpeamThmei_11.8405306171627_104.980215319973;yes;yes;n genes + genomes
X75;Genome;2013-03-14;Southeast Asia;Cambodia;NA;NA;Chakto Tis;NA;11,8134198573935;104,774523283292;Dog;newly sequenced;Asian SEA3;X75_Dog_2013-03-14_Cambodia-ChaktoTis_11.8134198573935_104.774523283292;yes;yes;n genes + genomes
X81;Genome;2013-03-18;Southeast Asia;Cambodia;NA;NA;Angk Sangkae;NA;11,1144155088076;104,945650934762;Dog;newly sequenced;Asian SEA3;X81_Dog_2013-03-18_Cambodia-AngkSangkae_11.1144155088076_104.945650934762;yes;yes;n genes + genomes
X89;Genome;2013-03-25;Southeast Asia;Cambodia;NA;NA;Thum Thmei;NA;10,7110336645016;104,436042921783;Dog;newly sequenced;Asian SEA3;X89_Dog_2013-03-25_Cambodia-ThumThmei_10.7110336645016_104.436042921783;yes;yes;n genes + genomes
X91;Genome;2013-03-28;Southeast Asia;Cambodia;NA;NA;Boeng;NA;11,3361524907562;105,635573928013;Dog;newly sequenced;Asian SEA3;X91_Dog_2013-03-28_Cambodia-Boeng_11.3361524907562_105.635573928013;yes;yes;n genes + genomes
X96;Genome;2013-04-08;Southeast Asia;Cambodia;NA;NA;Sangkaeub;NA;11,8823474612279;104,896479652139;Dog;newly sequenced;Asian SEA3;X96_Dog_2013-04-08_Cambodia-Sangkaeub_11.8823474612279_104.896479652139;yes;yes;n genes + genomes
X104;Genome;2013-04-23;Southeast Asia;Cambodia;NA;NA;Andoung Tuek;NA;11,1862647749792;103,473065133659;Dog;newly sequenced;Asian SEA3;X104_Dog_2013-04-23_Cambodia-AndoungTuek_11.1862647749792_103.473065133659;yes;yes;n genes + genomes
X108;Genome;2013-04-26;Southeast Asia;Cambodia;NA;NA;Phum Damnak Thum;NA;11,5373812677231;104,897387450438;Dog;newly sequenced;Asian SEA3;X108_Dog_2013-04-26_Cambodia-PhumDamnakThum_11.5373812677231_104.897387450438;yes;yes;n genes + genomes
X112;Genome;2013-04-29;Southeast Asia;Cambodia;NA;NA;Kandal;NA;11,3362851790827;105,473362657822;Dog;newly sequenced;Asian SEA3;X112_Dog_2013-04-29_Cambodia-Kandal_11.3362851790827_105.473362657822;yes;yes;n genes + genomes
X125;Genome;2013-05-13;Southeast Asia;Cambodia;NA;NA;Varint Ti Bei;NA;11,8945073522558;105,133496995627;Dog;newly sequenced;Asian SEA3;X125_Dog_2013-05-13_Cambodia-VarintTiBei_11.8945073522558_105.133496995627;yes;yes;n genes + genomes
X146;Genome;2013-06-21;Southeast Asia;Cambodia;NA;NA;Angk Roung;NA;11,2467514936048;104,698247709787;Dog;newly sequenced;Asian SEA3;X146_Dog_2013-06-21_Cambodia-AngkRoung_11.2467514936048_104.698247709787;yes;yes;n genes + genomes
X153;Genome;2013-07-02;Southeast Asia;Cambodia;NA;NA;Prey Kabbas Ka;NA;11,0996020754833;104,948721243159;Dog;newly sequenced;Asian SEA3;X153_Dog_2013-07-02_Cambodia-PreyKabbasKa_11.0996020754833_104.948721243159;yes;yes;n genes + genomes
X186;Genome;2013-08-16;Southeast Asia;Cambodia;NA;NA;Svay Antor Ti Muoy;NA;11,5874913553508;105,422407366143;Dog;newly sequenced;Asian SEA3;X186_Dog_2013-08-16_Cambodia-SvayAntorTiMuoy_11.5874913553508_105.422407366143;yes;yes;n genes + genomes
X199;Genome;2013-08-29;Southeast Asia;Cambodia;NA;NA;Mondol Bei;NA;13,3693751171259;103,868265125168;Dog;newly sequenced;Asian SEA3;X199_Dog_2013-08-29_Cambodia-MondolBei_13.3693751171259_103.868265125168;yes;yes;n genes + genomes
X200;Genome;2013-08-29;Southeast Asia;Cambodia;NA;NA;Bat Doeng;NA;11,6813181591346;104,701300386274;Dog;newly sequenced;Asian SEA3;X200_Dog_2013-08-29_Cambodia-BatDoeng_11.6813181591346_104.701300386274;yes;yes;n genes + genomes
X218;Genome;2013-09-23;Southeast Asia;Cambodia;NA;NA;Lvea Kraom;NA;11,8599923909203;105,016682742276;Dog;newly sequenced;Asian SEA3;X218_Dog_2013-09-23_Cambodia-LveaKraom_11.8599923909203_105.016682742276;yes;yes;n genes + genomes
X246;Genome;2013-10-30;Southeast Asia;Cambodia;NA;NA;Tras;NA;12,4884101126768;105,139288612322;Dog;newly sequenced;Asian SEA3;X246_Dog_2013-10-30_Cambodia-Tras_12.4884101126768_105.139288612322;yes;yes;n genes + genomes
X250;Genome;2013-11-01;Southeast Asia;Cambodia;NA;NA;Roka Ar;NA;11,8520912664661;105,094309372854;Dog;newly sequenced;Asian SEA3;X250_Dog_2013-11-01_Cambodia-RokaAr_11.8520912664661_105.094309372854;yes;yes;n genes + genomes
