ID;date;province;district;municipality;village;latitude;longitude;country;source;dataset;host;type;continent;year;location;full_name
MW690141;2016-03-31;Chuping;Perlis;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2016;Malaysia-Chuping-Perlis;MW690141_Canis-lupus-familiaris_2016-03-31_Malaysia-Chuping-Perlis_NA_NA
MW690142;2017-02-14;Padang Terap;Kedah;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Malaysia-PadangTerap-Kedah;MW690142_Canis-lupus-familiaris_2017-02-14_Malaysia-PadangTerap-Kedah_NA_NA
MW690143;2017-07-07;Serian;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Felis catus;N gene;Southeast Asia;2017;Malaysia-Serian-Sarawak;MW690143_Felis-catus_2017-07-07_Malaysia-Serian-Sarawak_NA_NA
MW690144;2017-07-11;Serian;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Malaysia-Serian-Sarawak;MW690144_Canis-lupus-familiaris_2017-07-11_Malaysia-Serian-Sarawak_NA_NA
MW690145;2017-07-13;Serian;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Malaysia-Serian-Sarawak;MW690145_Canis-lupus-familiaris_2017-07-13_Malaysia-Serian-Sarawak_NA_NA
MW690146;2017-07-13;Serian;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Malaysia-Serian-Sarawak;MW690146_Canis-lupus-familiaris_2017-07-13_Malaysia-Serian-Sarawak_NA_NA
MW690147;2017-09-08;Kuching;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Malaysia-Kuching-Sarawak;MW690147_Canis-lupus-familiaris_2017-09-08_Malaysia-Kuching-Sarawak_NA_NA
MW690148;2017-12-28;Bau;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Malaysia-Bau-Sarawak;MW690148_Canis-lupus-familiaris_2017-12-28_Malaysia-Bau-Sarawak_NA_NA
MW690149;2018-01-17;Kota Samarahan;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Malaysia-KotaSamarahan-Sarawak;MW690149_Canis-lupus-familiaris_2018-01-17_Malaysia-KotaSamarahan-Sarawak_NA_NA
MW690150;2018-02-02;Kuching;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Felis catus;N gene;Southeast Asia;2018;Malaysia-Kuching-Sarawak;MW690150_Felis-catus_2018-02-02_Malaysia-Kuching-Sarawak_NA_NA
MW690151;2018-04-06;Kota Samarahan;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Malaysia-KotaSamarahan-Sarawak;MW690151_Canis-lupus-familiaris_2018-04-06_Malaysia-KotaSamarahan-Sarawak_NA_NA
MW690152;2018-06-11;Kangar;Perlis;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Malaysia-Kangar-Perlis;MW690152_Canis-lupus-familiaris_2018-06-11_Malaysia-Kangar-Perlis_NA_NA
MW690153;2018-09-25;Sri Aman;Sarawak;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Malaysia-SriAman-Sarawak;MW690153_Canis-lupus-familiaris_2018-09-25_Malaysia-SriAman-Sarawak_NA_NA
MW690154;2018-11-06;Kubang Pasu;Kedah;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Felis catus;N gene;Southeast Asia;2018;Malaysia-KubangPasu-Kedah;MW690154_Felis-catus_2018-11-06_Malaysia-KubangPasu-Kedah_NA_NA
MW690155;2018-11-12;Jitra;Kedah;NA;NA;NA;NA;Malaysia;Leow,B.L., Khoo,C.K., Syamsiah Aini,S., Roslina,H., Faizah Hanim,M.S., Shohaimi,S.A., Hassan,R., Mohd Saeid,F.H.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Malaysia-Jitra-Kedah;MW690155_Canis-lupus-familiaris_2018-11-12_Malaysia-Jitra-Kedah_NA_NA
MW055103;2018;San Luis;Peten;NA;NA;NA;NA;Guatemala;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Bos taurus;N gene;Central America;2018;Guatemala-SanLuis-Peten;MW055103_Bos-taurus_2018_Guatemala-SanLuis-Peten_NA_NA
MW055104;2018;Mataquescuintla;Jalapa;NA;NA;NA;NA;Guatemala;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Bos taurus;N gene;Central America;2018;Guatemala-Mataquescuintla-Jalapa;MW055104_Bos-taurus_2018_Guatemala-Mataquescuintla-Jalapa_NA_NA
MW055105;2018;La Libertad;Peten;NA;NA;NA;NA;Guatemala;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Bos taurus;N gene;Central America;2018;Guatemala-LaLibertad-Peten;MW055105_Bos-taurus_2018_Guatemala-LaLibertad-Peten_NA_NA
MW055106;2018;Huehuetenango;NA;NA;NA;NA;NA;Guatemala;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Bos taurus;N gene;Central America;2018;Guatemala-Huehuetenango;MW055106_Bos-taurus_2018_Guatemala-Huehuetenango_NA_NA
MW055107;2018;Totonicapan;NA;NA;NA;NA;NA;Guatemala;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Central America;2018;Guatemala-Totonicapan;MW055107_Canis-lupus-familiaris_2018_Guatemala-Totonicapan_NA_NA
MW055128;2018-01-12;KY;NA;NA;NA;NA;NA;USA;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canidae;N gene;North America;2018;Usa-Ky;MW055128_Canidae_2018-01-12_Usa-Ky_NA_NA
MW055129;2018;NA;NA;NA;NA;NA;NA;Haiti;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Caribbean;2018;Haiti;MW055129_Canis-lupus-familiaris_2018_Haiti_NA_NA
MW055130;2018;NA;NA;NA;NA;NA;NA;Haiti;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Caribbean;2018;Haiti;MW055130_Canis-lupus-familiaris_2018_Haiti_NA_NA
MW055131;2017-12-22;NA;NA;NA;NA;NA;NA;Egypt;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Middle East;2017;Egypt;MW055131_Canis-lupus-familiaris_2017-12-22_Egypt_NA_NA
MW055163;2017-04-06;Goa;NA;NA;NA;NA;NA;India;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Asia;2017;India-Goa;MW055163_Canis-lupus-familiaris_2017-04-06_India-Goa_NA_NA
MW055214;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055214_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055215;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055215_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055216;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055216_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055217;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055217_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055218;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055218_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055219;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055219_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055220;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Vietnam-PhuTho;MW055220_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055221;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Vietnam-PhuTho;MW055221_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055222;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Vietnam-PhuTho;MW055222_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055223;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Vietnam-PhuTho;MW055223_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055225;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055225_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055226;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055226_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055227;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055227_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055228;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055228_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MW055229;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Vietnam-PhuTho;MW055229_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055230;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Vietnam-PhuTho;MW055230_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055231;2018;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2018;Vietnam-PhuTho;MW055231_Canis-lupus-familiaris_2018_Vietnam-PhuTho_NA_NA
MW055232;2017;Hoa Binh Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-HoaBinh;MW055232_Canis-lupus-familiaris_2017_Vietnam-HoaBinh_NA_NA
MW055233;2017;Phu Tho Province;NA;NA;NA;NA;NA;Vietnam;Gigante,C.M., Yale,G., Condori,R.E., Costa,N.C., Long,N.V., Minh,P.Q., Chuong,V.D., Tho,N.D., Thanh,N.T., Thin,N.X., Hanh,N.T.H., Wambura,G., Ade,F., Mito,O., Chuchu,V., Muturi,M., Mwatondo,A., Hampson,K., Thumbi,S.M., Thomae,B.G., de Paz,V.H., Meneses,S., Munyua,P., Moran,D., Cadena,L., Gibson,A., Wallace,R.M., Pieracci,E.G., Li,Y., Estrada,B.G.T.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2017;Vietnam-PhuTho;MW055233_Canis-lupus-familiaris_2017_Vietnam-PhuTho_NA_NA
MN510456;2015;NA;NA;NA;NA;NA;NA;China;Liu,J., Zhang,X., Tao,X.-Y., Ding,S., Zhu,W.;GenBank;Canis lupus familiaris;N gene;Asia;2015;China;MN510456_Canis-lupus-familiaris_2015_China_NA_NA
LC550018;2019-10-24;Region III;Zambales;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Zambales;LC550018_Canis-lupus-familiaris_2019-10-24_Philippines-RegionIii-Zambales_NA_NA
